Gene name,Disease1,Disease2,Disease3,Control1,Control2,Control3
CCL4,1.422887,0.133807,0.080161,0.59089,0.197833,0
CCL4L1,0,0.691494,0,0,0.307002,0
CCL5,14.975078,11.913915,8.218709,14.23964,13.471086,13.962118
CCL7,0,0,0,0,0.039627,0
CCL8,0.155964,0.142477,0.016807,0.020667,0,0
CCM2,7.488942,9.289855,7.547595,10.315527,8.09399,4.151652
CCM2L,4.70228,4.031895,3.907376,3.83788,3.946624,1.596452
CCNA1,0,0,0.037117,0,0.012692,0.09671
CCNA2,0.021122,0.195283,0.083975,0.065725,0.058382,0.134588
CCNB1,1.19758,1.710511,1.168241,1.199619,1.124857,1.025108
CCNB1IP1,22.170974,22.51213,22.343841,23.669135,26.127085,20.820331
CCNB2,0.118531,0,0.02333,0.028571,0.029832,0.159187
CCNB3,0,0.01701,0.020302,0.066252,0.047945,0
CCNC,9.958003,9.543211,6.783064,8.602346,6.910511,7.687063
CCND1,57.235768,46.625793,45.067361,57.073863,53.867463,39.846346
CCND2,97.21854,161.743837,119.699861,129.666931,117.94919,80.81334
CCND3,16.420926,14.40388,14.898317,16.632229,19.25998,8.16529
CCNDBP1,20.045369,19.400986,24.286067,24.054835,24.703541,14.404952
CCNE1,0.569954,1.402833,0.597479,0.633246,0.787375,0.938938
CCNE2,0.489926,0.610495,0.334647,0.524699,0.272417,0.537344
CCNF,0.495385,0.208494,0.444333,0.353336,0.302172,0.427396
CCNG1,36.475314,32.281331,25.158005,43.598051,31.316252,25.487535
CCNG2,2.437288,2.55802,2.123042,2.666041,2.455356,2.109555
CCNH,9.482363,11.228799,8.158888,14.26934,12.085029,9.956534
CCNI,128.367127,129.102375,134.839839,153.34022,146.628028,104.306558
CCNI2,0.006524,0.02334,0.027001,0.042916,0.018064,0.041963
CCNJ,1.866972,1.22083,1.192216,1.024246,1.413907,0.744894
CCNJL,2.36682,2.262962,1.503067,2.50245,3.049259,1.519118
CCNK,7.215406,9.252976,7.473649,7.918166,8.142076,5.956642
CCNL1,3.698278,3.494184,3.990698,4.623463,5.588701,4.262522
CCNL2,4.994236,5.270039,5.106848,5.947824,7.144075,5.226579
CCNO,0,0.049017,0,0,0,0
CCNT1,4.768243,4.724007,4.592586,4.897829,6.396666,2.991816
CCNT2,4.885291,4.375685,3.958884,4.739996,5.339739,2.92507
CCNT2-AS1,0.71546,0.724149,1.327184,0.857892,1.04488,0.77992
CCNY,23.133442,23.447882,21.455061,26.90146,25.848739,15.591818
CCNYL1,4.312547,3.025518,2.530503,3.263459,3.117591,1.98573
CCNYL2,0.015905,0,0,0,0.007363,0.022671
CCP110,3.038493,3.440513,2.791232,2.400143,3.283565,1.791914
CCPG1,19.983688,19.361875,19.464915,23.648604,23.118017,16.660765
CCR1,0.59166,0.479976,0.193421,0.387306,0.305595,0.43864
CCR10,0.865907,1.396817,1.128009,0.930952,1.326686,0.340663
CCR2,0.297739,0.395248,0.28506,0.462583,0.47157,0.253946
CCR3,0.035562,0,0,0.09466,0,0
CCR4,0,0.037293,0,0.122664,0.042013,0
CCR5,0.142215,0.217386,0.060444,0.171874,0.122248,0.048005
CCR6,0.352058,0.491928,0.291882,0.333384,0.518961,0.494747
CCR7,0.02883,0.128585,0.045634,0.065866,0.029464,0.094063
CCR8,0,0,0,0.094451,0.048624,0
CCR9,0,0,0,0.008619,0.017936,0
CCRL2,0.858712,1.033128,0.48931,0.243015,0.477904,0.132673
CCRN4L,2.687841,2.542096,2.747652,2.782908,2.70271,1.351631
CCS,6.561033,8.065153,6.1482,6.907179,7.335641,4.754566
CCSAP,1.326513,1.17742,1.063696,1.552911,1.93606,0.566195
CCSER1,2.507103,2.411317,2.249836,2.452351,2.59414,2.645535
CCSER2,40.457248,46.893971,42.205884,47.015595,46.925717,29.31112
CCT2,31.729843,26.851373,26.368912,28.827307,32.046745,27.897557
CCT3,33.657551,36.207416,37.141203,39.882917,37.314044,25.76731
CCT4,31.998804,31.35933,32.506653,36.451519,34.421154,24.277126
CCT5,17.786358,19.829719,18.242558,19.389686,20.67458,13.911678
CCT6A,25.944229,26.127444,26.590612,28.010385,28.275102,20.057053
CCT6B,0.936845,1.402979,0.493222,0.871866,0.993679,0.395641
CCT6P1,0.36105,0.09595,0.127088,0.548331,0.408129,0
CCT6P3,0.606461,0.688411,0.432803,0.485577,0.922079,0.923094
CCT7,57.637109,64.949401,67.898217,76.845402,72.566342,43.573777
CCT8,35.823381,42.451002,41.558057,48.768648,46.750185,32.629281
CCT8L2,0,0,0,0.039376,0,0
CCZ1,5.54745,10.35001,12.367031,11.030683,10.883544,11.979738
CCZ1B,18.077953,12.447802,10.256905,14.750909,13.954223,8.673402
CD101,0.095146,0.079175,0.032122,0.047566,0.150812,0.041833
CD109,2.720612,4.2704,3.461195,4.341497,4.029618,1.561361
CD14,6.491006,4.227451,4.021692,6.636709,4.233217,6.07987
CD151,121.945257,141.191128,93.95644,129.954134,155.767654,55.897785
CD160,0.080902,0.025776,0.125557,0.076991,0.019562,0
CD163,2.616939,2.671977,2.217726,3.749956,2.081138,1.979179
CD163L1,0.921937,0.271924,0.379447,1.123655,0.501902,1.005809
CD164,51.883791,49.407856,45.560911,55.02263,63.170652,37.485564
CD164L2,0,0,0,0,0,0
CD177,0,0,0,0,0,0.054253
CD180,0.273568,0.051665,0.097802,0.141639,0.131713,0.346319
CD19,0,0,0.009905,0,0.012998,0
CD1A,0,0,0,0,0,0
CD1B,0,0,0.028593,0,0.054984,0
CD1C,0.846195,0.064204,0.187842,0.532474,0.145771,0.348824
CD1D,0.884576,1.24797,4.565106,1.509097,1.484432,1.430023
CD1E,0.059511,0.088001,0.07482,0.107224,0.07717,0.292161
CD2,0.709038,0.578158,0.134036,0.406038,0.080164,0.179085
CD200,0.895252,0.492567,1.063513,1.07915,1.173066,0.822476
CD200R1,0.714144,0.253062,0.289573,0.408017,0.251492,0.097291
CD200R1L,0,0,0,0,0,0
CD207,0.032664,0.206187,0.070472,0.053733,0.157915,0
CD209,2.004552,1.116205,0.892511,1.197863,0.799602,0.741174
CD22,0.109434,0.072518,0.145792,0.00678,0.261499,0.022524
CD226,0.375317,0.237493,0.162286,0.398904,0.220594,0.090888
CD24,7.523183,5.592044,0.76498,3.14125,1.746444,11.702782
CD244,0.205632,0.025127,0.052128,0.101918,0.033604,0
CD247,1.478796,0.748649,0.2489,0.653337,0.535046,0
CD248,4.008563,2.999287,2.059998,3.973791,3.802987,3.685681
CD27,0.221461,0,0.036365,0.060271,0.04686,0.133334
CD27-AS1,1.481014,1.043279,0.892564,1.16805,1.677109,1.255403
CD274,4.185048,4.580414,4.703603,4.974652,7.566939,3.540334
CD276,9.479848,8.605978,6.619571,10.83116,9.96008,7.510597
CD28,0.322959,0.324844,0.154519,0.186486,0.211439,0.273122
CD2AP,6.703724,6.139149,5.579385,6.758926,5.913441,4.214059
CD2BP2,8.908416,10.713593,8.122573,8.61002,9.435538,6.858494
CD300A,0.749444,0.592176,0.297855,0.644236,0.350294,0.590635
CD300C,0.077449,0.272838,0.081163,0.252004,0.105364,0
CD300E,0.056635,0.028782,0.043448,0.103602,0.056718,0.017598
CD300LB,0,0.187497,0.015164,0.074616,0.097627,0.05335
CD300LD,0,0,0,0,0,0
CD300LF,0.188209,0.106366,0.036157,0,0.057784,0
CD300LG,11.674967,11.129322,6.147572,8.521237,8.319195,3.031483
CD302,8.486708,8.919555,7.770157,9.916605,10.332833,5.171457
CD320,12.828829,12.74405,11.452409,12.301624,12.778162,9.406946
CD33,0.869189,0.156015,0.374464,0.540409,0.264499,0.285805
CD34,33.299057,25.490814,21.967701,34.884383,28.303883,22.442136
CD36,299.96996,394.363593,387.831425,389.087898,423.701871,218.213422
CD37,2.004898,0.968366,0.936028,2.382904,0.659275,1.088865
CD38,1.202776,1.166807,0.429556,0.362498,0.782421,0.092473
CD3D,0.43531,0.275812,0.202001,0.545319,0.269955,0.355094
CD3E,0.799665,1.147453,0.117505,0.650824,0.121152,0.192023
CD3EAP,2.453403,3.287377,2.739987,2.908577,2.704441,1.949997
CD3G,0.41176,0.584705,0.193492,0.620314,0.340238,0.50542
CD4,3.040855,2.257711,1.345157,2.708163,1.487441,1.314373
CD40,1.804784,2.488517,1.304219,1.4137,2.306826,2.631945
CD40LG,0,0,0,0,0.012652,0.039557
CD44,4.216824,3.359253,3.164909,3.969227,4.404236,4.960157
CD46,38.187488,37.967041,32.954463,40.462477,39.348964,28.379608
CD47,11.867104,13.27486,10.759614,12.64358,14.661771,10.051935
CD48,0.604459,0.736207,0.564319,0.989176,0.405626,0.61826
CD5,0.121083,0.2883,0.049015,0.206335,0.01902,0.292311
CD52,2.184158,3.179623,1.742871,2.410657,2.364236,1.43381
CD53,3.192914,2.272059,1.464281,2.44719,1.546834,1.200261
CD55,16.153262,20.010422,19.320217,25.730365,21.232326,15.569816
CD58,15.918693,10.108049,8.473512,11.644761,12.570043,11.260448
CD59,68.876456,63.636665,61.781042,75.550615,75.627077,44.068685
CD5L,1.147224,0.159054,0.669619,1.030019,0.489453,0.590354
CD6,0.321911,0.312486,0.060664,0.125287,0.120908,0.077275
CD63,246.217827,284.975931,235.709976,316.238763,312.533969,216.705433
CD68,5.504711,3.353116,3.696403,5.500757,2.837518,3.613646
CD69,0.351679,0.632297,0.092668,0.146418,0.11896,0.039292
CD7,0.270091,0.484814,0.257501,0.256131,0.196192,0.416886
CD70,0,0,0,0,0,0
CD72,0,0.018932,0.022844,0.030883,0.048316,0
CD74,178.938261,102.953987,89.355388,133.934274,119.047372,84.964872
CD79A,0.083932,0,0.187969,0.313353,0.134363,0.44008
CD79B,2.063531,2.319433,1.962685,2.963097,2.057976,2.076286
CD80,0.070088,0,0.019094,0.070025,0.024401,0
CD81,212.927338,269.258016,247.376804,220.907411,267.106061,161.177771
CD81-AS1,0,0,0,0.074964,0,0.21086
CD82,14.265401,13.214777,13.147013,15.826366,15.171241,8.753468
CD83,1.360883,0.60702,0.674682,0.932294,0.844452,0.832891
CD84,0.688047,0.818156,0.514879,0.590501,0.42936,0.358549
CD86,0.358241,0.209922,0.254251,0.40861,0.356332,0.291803
CD8A,0.696269,0.988496,0.116904,0.741546,0.38718,0
CD8B,0.301226,0.193972,0.038837,0.43828,0.397783,0
CD9,55.994619,35.23788,41.309782,46.378452,50.797957,31.142335
CD93,23.577073,21.446087,19.222089,23.028457,21.273716,9.299705
CD96,0.328309,0.472552,0.248219,0.617023,0.345311,0.752006
CD97,8.806111,9.357014,7.322329,8.024916,10.303081,5.923016
CD99,131.467265,134.599499,93.620463,137.950377,102.636202,69.722407
CD99-2,0,0,0,0,0,0
CD99L2,25.774697,28.421134,23.032723,24.56744,29.352735,17.892073
CD99P1,0.557529,0.585229,0.139904,0.272756,0.554725,0.137497
CD99P1-2,0,0,0,0,0,0
CDA,1.200309,0.451601,0.667161,0.904906,0.779627,1.600679
CDADC1,3.137972,2.378754,2.118253,2.971981,3.437091,2.199582
CDAN1,0.926965,1.586417,1.242326,1.326195,1.528938,1.339265
CDC123,18.17887,23.663095,20.416591,22.038507,22.933746,20.183163
CDC14A,1.284888,1.256555,1.116693,1.182945,1.126121,0.701048
CDC14B,8.191868,6.562525,6.466403,8.514848,8.248307,5.85442
CDC14C,0.259948,0.277874,0.112233,0.286775,0.186719,0.247352
CDC16,11.0518,10.422795,8.336006,10.623583,10.883062,7.396241
CDC20,0.134765,0.202519,0.151282,0.050522,0.104292,0.639996
CDC20B,0.046729,0.030185,0,0.023203,0,0
CDC23,5.654658,6.552946,6.409495,6.761491,7.379443,5.591227
CDC25A,0.417121,0.220228,0.573277,0.543235,0.528427,0.676268
CDC25B,1.927561,1.964072,1.241268,1.388638,1.709282,1.661317
CDC25C,0,0,0,0.025055,0,0.073261
CDC26,13.708221,17.849445,15.512109,14.106185,14.421315,11.835926
CDC27,15.574932,13.935252,14.604712,16.704943,16.975718,7.921806
CDC34,30.014466,39.335696,31.686444,32.737788,36.713882,25.448215
CDC37,34.213447,36.883239,32.887952,34.751915,36.67349,23.44685
CDC37L1,18.847534,25.315965,18.690439,26.925474,22.90574,13.789154
CDC40,7.343722,8.543189,6.795227,7.533989,7.631579,4.382067
CDC42,73.331848,75.15943,67.113108,81.679468,87.46824,64.99122
CDC42BPA,10.142451,10.999903,9.878015,12.095089,12.604597,7.11659
CDC42BPB,18.357931,17.780413,16.199138,18.257344,19.308358,13.245695
CDC42BPG,0.046159,0.089301,0.090813,0.089807,0.074442,0.15383
CDC42EP1,7.541663,8.845399,6.725843,6.091911,7.72182,4.932293
CDC42EP2,2.592263,3.633839,3.800919,4.223665,4.459819,2.965904
CDC42EP3,17.726493,23.283794,19.863903,23.783542,23.812449,10.515927
CDC42EP4,11.843895,12.95707,12.772219,17.321081,16.542797,6.236074
CDC42EP5,4.92648,7.591439,5.688048,6.22935,5.385214,4.115614
CDC42P3,0,0,0,0,0,0
CDC42SE1,7.342425,6.924031,5.661317,5.948156,7.028783,5.780592
CDC42SE2,7.486393,6.176333,5.909156,6.288034,6.044403,3.281623
CDC45,0.091699,0.02785,0,0.141821,0.034446,0
CDC5L,12.345477,15.243386,13.348572,13.819576,14.52556,8.054333
CDC6,0.431415,0.312403,0.174567,0.048338,0.173439,0.04962
CDC7,0.158367,0.249294,0.199274,0.393095,0.258483,0.22656
CDC73,20.640622,22.198163,19.568739,20.656689,23.640193,13.626685
CDCA2,1.513973,2.868952,0.720114,5.368913,2.125622,0.274117
CDCA3,0.414592,0.048494,0.129153,0.106556,0.075987,0.362558
CDCA4,1.440441,1.481845,0.875034,1.274525,0.925488,0.973539
CDCA5,0.219788,0.391401,0.152466,0.351267,0.310364,0.303577
CDCA7,0.799803,0.764492,0.368856,0.521714,0.669443,1.451822
CDCA7L,16.40376,14.46176,20.641646,18.765924,17.03824,8.727268
CDCA8,0.083923,0.357147,0.095474,0.229164,0.204288,0.152527
CDCP1,0.211109,0.189241,0.116872,0.168639,0.281502,0.427282
CDCP2,0,0.09964,0,0,0,0.093933
CDH1,2.303882,1.849532,0.530974,1.087843,0.823376,3.75319
CDH10,0,0.009181,0,0,0.006981,0
CDH11,11.848938,2.561011,6.381357,4.528828,7.659499,4.731552
CDH12,0.003483,0,0,0.046153,0,0
CDH13,65.776766,64.908927,64.043931,55.745453,78.63647,38.713795
CDH15,0.071255,0,0,0.027675,0.007369,0
CDH16,0,0.049245,0,0.006765,0.03079,0
CDH17,1.617289,1.244013,0.077482,0.423389,0.261201,1.909028
CDH18,0,0,0,0.017821,0,0
CDH19,7.169964,6.377183,5.656451,8.717214,12.144721,7.619865
CDH2,94.670189,135.838056,119.391227,149.143887,169.862471,89.26327
CDH20,0.0492,0,0,0.024632,0.006979,0
CDH22,0.104566,0.369993,0.296287,0.238834,0.334577,1.02526
CDH23,1.177667,1.17448,1.078849,1.345536,1.481089,1.122371
CDH24,0.625913,0.516812,0.309159,0.275665,0.237369,0.356659
CDH26,0.083581,0.191995,0.08454,0.152321,0.333661,0.190656
CDH3,0.076597,0.146622,0.104126,0.068692,0.072768,0.286479
CDH4,0.031849,0.015969,0.035719,0.134864,0.462175,0.039259
CDH5,22.630219,29.048436,21.485824,21.680169,24.780388,8.988038
CDH6,1.210785,1.542936,1.259966,1.204166,3.789163,0.502118
CDH7,0,0.019302,0,0.014204,0.082082,0
CDH8,0.00758,0,0.015445,0.010077,0.013666,0
CDH9,0,0.009927,0,0,0.007504,0
CDHR1,0.462232,0.750125,0.095506,0.201382,0.254296,0.854269
CDHR2,0,0.006091,0.018171,0.027012,0.008899,0.07127
CDHR3,0.991287,0.105444,0.08199,0.589008,0.25538,0.173817
CDHR4,0,0.045003,0,0,0,0
CDHR5,0.290357,0.155047,0.011273,0.030549,0.016393,0
CDIP1,16.652529,14.670379,16.332895,17.808114,16.109648,12.360078
CDIPT,35.215298,38.440709,16.577617,35.583901,37.375382,22.296553
CDIPT-AS1,0.29833,0,0,0.325325,0,0
CDK1,1.417744,0.95326,0.364766,0.523448,0.542301,1.419117
CDK10,2.824181,1.732539,1.822962,2.168723,3.09989,2.758751
CDK11A,1.209938,1.332114,1.547286,1.245223,1.76074,0.890384
CDK11B,8.311937,9.511627,8.29552,7.63354,9.016419,5.236056
CDK12,3.942865,4.165323,3.902358,4.654658,5.094222,3.567394
CDK13,5.140603,5.432315,4.763294,5.315283,6.538446,4.294761
CDK14,3.188215,3.929,3.331932,5.191539,6.713163,3.817826
CDK15,0.107034,0.220936,0.056225,0.222018,0.055797,0.164125
CDK16,27.270625,38.304317,27.961589,29.72171,32.145991,20.679186
CDK17,7.244414,6.684985,7.001968,6.403481,7.95121,3.714247
CDK18,48.955076,57.550667,44.802628,56.571742,40.59773,35.96292
CDK19,2.425752,2.807211,3.006877,2.664693,3.119669,1.614192
CDK2,2.563061,2.278628,2.065694,2.975234,3.179721,2.023678
CDK20,0.727787,0.560963,1.048372,0.694933,0.844778,0.461435
CDK2AP1,37.517221,32.954644,28.930929,35.954401,37.93436,24.194705
CDK2AP2,20.868456,19.226122,18.144751,13.618265,18.98364,15.957332
CDK3,0,0.266543,0,0.201135,0,0
CDK4,13.816965,14.413524,14.263048,13.578912,16.146475,11.872491
CDK5,2.66276,2.023059,2.795322,2.647098,3.147082,3.155648
CDK5R1,0.572694,0.725128,0.60644,0.529306,0.740987,0.339038
CDK5R2,0,0,0,0,0,0.117127
CDK5RAP1,6.215561,6.294964,5.792656,6.261463,7.233678,3.827632
CDK5RAP2,8.005168,9.702481,9.670182,10.973057,11.275193,6.117017
CDK5RAP3,9.42092,9.790087,8.384731,10.72019,10.337004,8.777391
CDK6,6.784905,7.43884,5.83757,8.53712,7.290115,4.362964
CDK7,4.519261,5.682151,5.612063,6.027253,5.900899,6.593728
CDK8,4.31558,4.647306,3.216843,5.154437,3.989753,2.725812
CDK9,7.768048,9.648357,7.237064,9.245844,8.94088,6.450614
CDKAL1,5.308401,4.994843,5.571652,5.133703,5.943562,3.804415
CDKL1,0.282263,0.5869,0.306633,0.362031,0.264281,0.297043
CDKL2,0.104558,0.123742,0.08935,0.010785,0.097261,0.106302
CDKL3,1.159337,0.972487,0.576088,1.001582,0.999936,0.898076
CDKL4,0.317297,0.028053,0.066211,0.223774,0.359549,0
CDKL5,1.803182,2.073131,1.903725,2.225284,2.817752,1.322403
CDKN1A,2.127589,4.811241,5.459215,3.601312,5.309784,4.431213
CDKN1B,28.133365,31.236277,29.078695,27.221464,31.740796,18.4486
CDKN1C,28.915438,35.003146,27.900645,28.814309,28.92312,13.168058
CDKN2A,0.389563,0.297007,0.050745,0.124774,0.025709,0.824047
CDKN2AIP,5.846989,4.751933,5.49367,6.22493,6.62183,3.751144
CDKN2AIPNL,25.249622,30.741963,24.836588,26.564934,32.225774,15.321076
CDKN2B,0.209318,0.543959,0.398733,0.587273,0.381607,0.680999
CDKN2B-AS1,0.502892,0.216902,0.334538,0.651754,0.546419,0.45448
CDKN2C,6.388233,11.091106,9.059854,8.042771,7.609721,5.14334
CDKN2D,3.084385,2.883415,4.520158,3.74129,4.561773,2.585407
CDKN3,1.678385,1.533176,0.945283,1.670143,1.300839,1.426377
CDNF,2.028018,1.641117,1.234865,2.269563,2.928993,0.812437
CDO1,4.511395,2.209765,2.059587,4.466026,3.253168,1.6921
CDON,1.956174,2.297959,2.595149,2.867006,2.684614,1.523049
CDPF1,2.066804,2.550736,2.560938,2.525984,2.630822,2.148596
CDR1,0.045009,0,0,0,0,0
CDR2,2.350518,1.692519,1.286354,1.712815,2.245349,1.58604
CDR2L,4.816826,5.114379,3.189653,3.045917,4.726406,3.828883
CDRT1,0.105508,0.090694,0.073473,0.083563,0.021832,0
CDRT15,0,0,0,0,0,0
CDRT15L2,0,0,0,0,0.042784,0
CDRT15P1,0,0.075348,0,0,0,0
CDRT15P2,0,0,0,0,0,0
CDRT4,0,0,0,0,0.124704,0.702032
CDRT7,0,0,0,0,0,0
CDRT8,0,0,0.066687,0,0,0.632639
CDS1,0.364711,0.108644,0.188749,0.518086,0.417116,0.488148
CDS2,21.321953,26.986962,19.330111,26.900072,27.162317,12.264916
CDSN,0,0,0.006535,0.008126,0,0.101886
CDT1,0.277517,0.276836,0.101982,0.265509,0.264852,0.125302
CDV3,39.596784,48.862381,45.891179,49.395643,47.134061,28.313536
CDX1,0.266043,0.524603,0.039691,0.165936,0.013603,1.20186
CDX2,0.774953,0.291608,0.165243,0.216296,0.127833,0.606064
CDX4,0,0,0,0,0,0
CDY1B,0,0,0,0,0,0
CDY2A,0,0,0,0,0,0
CDY2B,0,0,0,0,0,0
CDYL,8.543157,8.465784,6.696836,8.225256,8.377923,6.717917
CDYL2,0.620239,0.596538,0.656179,0.137199,0.409023,0.406776
CEACAM1,1.254596,0.684064,0.387598,0.404333,0.568406,0.665166
CEACAM16,0.009082,0,0,0,0,0
CEACAM18,0,0,0,0,0,0
CEACAM19,0.066183,0.38551,0.25905,0.308739,0.474442,0.424997
CEACAM20,0,0,0,0,0,0
CEACAM21,0.361853,0.257749,0.086474,0.197781,0.133457,0
CEACAM22P,0.239396,0.312063,0.179455,0.267822,0.408096,0.312158
CEACAM3,0.050376,0.416054,0.035744,0.036286,0,0.554264
CEACAM4,0,0,0.037512,0.120564,0.161679,0.129707
CEACAM5,11.806887,6.374788,0.485692,2.339883,1.316879,14.410887
CEACAM6,2.727805,1.713955,0.15008,0.917055,0.285373,3.791215
CEACAM7,0.256318,0.415604,0,0.014051,0.029198,0.312879
CEACAM8,0.326255,0.560418,0.360068,0.517427,0.674358,0.61593
CEBPA,1.855884,0.471732,0.901764,3.539039,1.007593,1.120367
CEBPA-AS1,0.323595,0.151074,0.228107,0.030069,0.301154,0.067854
CEBPB,12.437559,19.661677,21.1808,17.965274,17.931337,12.475379
CEBPD,7.284285,12.266827,12.654941,11.778625,13.614643,5.066108
CEBPE,0.040784,0,0,0.078474,0,0
CEBPG,7.537535,9.010129,6.31061,8.273159,8.640027,5.455053
CEBPZ,10.99519,12.605333,11.618543,12.923865,9.900792,8.911651
CEBPZ-AS1,21.071739,22.841531,22.875551,23.999305,23.596152,13.388033
CECR1,22.266304,12.611461,24.501713,32.141221,25.393817,23.117434
CECR2,1.932169,1.724104,1.965889,2.091616,2.411619,1.564118
CECR3,0,0.044864,0.017745,0,0,0.182733
CECR5,22.258548,31.789488,29.997349,25.71507,22.677218,13.36659
CECR5-AS1,0.405002,0.500109,0.256545,0,0.110743,0.105461
CECR6,1.589429,1.195302,1.440283,0.903549,1.14221,1.094179
CECR7,0.085607,0.46643,0.113777,0.066462,0.194029,0.067462
CEL,3.451858,4.432084,2.470232,4.122055,1.727985,3.024049
CELA1,0,0,0,0,0,0
CELA2A,0,0,0,0,0,0
CELA2B,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0
CELA3B,0,0,0,0,0,0.375992
CELF1,15.955502,17.613142,19.10457,16.684204,20.836591,11.245738
CELF2,14.097106,16.204104,15.08016,18.108433,17.485612,9.206156
CELF2-AS1,0,0,0.011809,0,0.007557,0
CELF2-AS2,0.027617,0,0,0.018329,0,0.044225
CELF3,0.036277,0,0,0,0,0
CELF4,0.041644,0.016145,0.085167,0.074711,0.031828,0.02578
CELF5,0.029627,0.042814,0,0.007662,0,0.036375
CELF6,0.056843,0.017052,0.085634,0.132992,0.093241,0.085141
CELP,0,0.221806,0,0,0,0
CELSR1,2.436152,3.155448,3.184967,3.137792,3.988867,2.644241
CELSR2,2.115127,3.397126,1.722633,3.245391,2.520197,1.331301
CELSR3,0.088753,0.065267,0.018767,0.044899,0.061369,0.091803
CEMP1,0,0,0,0,0.045677,0.126654
CEND1,0.079518,0.086305,0.030584,0.138621,0.05368,0
CENPA,0.249714,0.497685,0.273523,0.276843,0.26771,0.034457
CENPB,26.872712,25.424433,28.29542,22.936757,30.173841,17.221816
CENPBD1,2.882464,2.485399,2.473049,2.702512,2.512597,1.914297
CENPBD1P1,5.471212,5.361591,4.121348,4.616457,6.106045,3.915554
CENPC,4.525647,4.062789,3.269538,4.659696,4.95051,3.647857
CENPE,0.102958,0.14235,0.046233,0.105765,0.052375,0.115837
CENPF,0.280147,0.23324,0.073975,0.142932,0.076674,0.413997
CENPH,1.310304,1.757692,1.654186,1.889068,1.349151,0.85038
CENPI,0.387421,0.267421,0.141304,0.167448,0.13377,0.13833
CENPJ,0.944927,0.809391,0.655826,0.757855,1.181757,0.551556
CENPK,0.317172,0.220781,0.2831,0.077665,0.122489,0.28512
CENPL,0.652444,0.958936,0.515376,0.750991,1.31015,0.98974
CENPM,0.472439,0.310306,0.133373,0.145006,0.217782,0.196139
CENPN,1.857297,2.616183,1.626132,2.809996,2.92979,2.101872
CENPO,0.93757,0.798621,0.664369,0.706817,0.669875,0.529006
CENPP,0.869988,1.120378,0.585523,0.834209,0.98802,0.627089
CENPQ,3.798932,4.089532,3.168025,3.604568,3.747879,2.251512
CENPT,3.994533,3.650073,3.646937,3.788706,4.031751,4.173979
CENPU,0.61256,0.758411,0.083765,0.618862,0.526499,0.493334
CENPV,3.170508,2.736932,4.338259,4.628043,2.544047,4.959717
CENPVP2,0,0,0,0,0.045104,0
CENPW,0.04174,0.147835,0.066026,0.071016,0,0.301678
CEP104,6.05642,7.40391,6.028647,7.051027,6.958065,5.226436
CEP112,3.941559,4.207354,4.041456,4.525034,4.437842,3.61651
CEP120,4.029966,3.875224,4.00656,4.54961,4.16062,2.654574
CEP128,0.423519,0.957561,0.532627,0.58114,0.931608,0.281851
CEP135,0.851628,1.129065,1.235353,0.821321,1.271135,0.700318
CEP152,0.320023,0.185159,0.114994,0.200278,0.172927,0.424691
